"ms","ms_name_en","cci","programme_title_short","status","version","last_adoption_date_ecms","priority_code","priority_name","policy_objective_short_name","policy_objective_code","policy_objective_name","specific_objective_short_name","specific_objective_code","specific_objective_name","dimension_type","category_title_short","category_code","category_name","fund","category_of_region","cofinancing_rate","eu_amount","total_amount","climate_weighting","eu_climate_amount","total_climate_amount","environmental_weighting","eu_environmental_amount","total_environmental_amount","biodiversity_weighting","eu_biodiversity_amount","total_biodiversity_amount","gender_weighting","eu_gender_amount","total_gender_amount","clean_air_weighting","eu_clean_air_amount","total_clean_air_amount","digital_weighting","eu_amount_digital","total_amount_digital","sustainable_urban_development","territorial_tool","territory_type","un_sdg_tracking","jtf_themes","priority_type_code","priority_type_description"
"TC","Interreg","2021TC16RFCB021","Interreg VI-A - Greece-Bulgaria","Adopted by EC","1.1","2022-09-14","1","PRIORITY 1 - A more Resilient and Greener Greece-Bulgaria Cross Border Territory","PO2 Greener Europe","2","Greener Europe","RSO2.6 Circular economy","RSO2.6","Circular economy","Intervention Field","029 Low carbon R+I processes, tech-transfer and cooperation","029","Research and innovation processes, technology transfer and cooperation between enterprises, research centres and universities, focusing on the low carbon economy, resilience and adaptation to climate change","Interreg Funds","Interreg Funds","0.7999999943","1600000","2000000.01","1","1600000","2000000.01","0.4","640000","800000.01","0","0","0",,,,"0.4","640000","800000.01","0","0","0",,,,"SDG 9 Industry, innovation, infrastructure","RTDI",,
"TC","Interreg","2021TC16RFTN001","Interreg VI-B - Alpine Space","Adopted by EC","1.1","2022-05-06","4","Cooperatively managed and developed Alpine region","PO6 Interreg: Cooperation Governance","6","Interreg: Cooperation Governance","ISO6.4 Institutional capacity to manage MRSs","ISO6.4","Institutional capacity to manage MRSs","Intervention Field","173 Institutional capacity for territorial cooperation","173","Enhancing institutional capacity of public authorities and stakeholders to implement territorial cooperation projects and initiatives in a cross‑border, transnational, maritime and inter‑regional context","Interreg Funds","Interreg Funds","0.7499999838","4282048","5709397.46","0","0","0","0","0","0","0","0","0",,,,"0","0","0","0","0","0",,,,"SDG not assigned","TA and public administration",,
"TC","Interreg","2021TC16RFCB028","Interreg VI-A - Slovenia-Croatia","Adopted by EC","3.1","2023-07-13","1","Priority 1 – A green and adaptive region","PO2 Greener Europe","2","Greener Europe","RSO2.7 Nature protection and biodiversity","RSO2.7","Nature protection and biodiversity","Intervention Field","079 Nature + biodiversity protection","079","Nature and biodiversity protection, natural heritage and resources, green and blue infrastructure","Interreg Funds","Interreg Funds","0.7999999806","2172000","2715000.07","0.4","868800","1086000.03","1","2172000","2715000.07","1","2172000","2715000.07",,,,"0.4","868800","1086000.03","0","0","0",,,,"SDG 15 Life on land","Regeneration of sites",,
"TC","Interreg","2021TC16RFTN006","Interreg VI-B - South West Europe (SUDOE)","Adopted by EC","1.2","2022-12-15","3","Promover la cohesión social y el equilibrio territorial y demográfico en el SUDOE a través de la innovación social, la valorización del patrimonio y los servicios","PO4 Social Europe","4","Social Europe","RSO4.5 Access to health care","RSO4.5","Access to health care","Intervention Field","158 Access to quality, sustainable and affordable services","158","Measures to enhancing the equal and timely access to quality, sustainable and affordable services","Interreg Funds","Interreg Funds","0.7500000065","2082118.65","2776158.18","0","0","0","0","0","0","0","0","0",,,,"0","0","0","0","0","0",,,,"SDG 1 No poverty","Other",,
"EE","Estonia","2021EE65BVPR001","Estonia - BMVI","Adopted by EC (TF Accepted)","1.1","2022-09-07",,,"PO1 Borders and visa","1","Borders and visa","2 Common visa policy","2","Common visa policy","Intervention Field","SO2.007 Other ICT systems for visa application processing","SO2.007","Other ICT systems for visa application processing purposes","BMVI","BMVI","0.75","375000","500000",,,,,,,,,,,,,,,,"1","375000","500000",,,,,,,
"TC","Interreg","2021TC16RFCB025","Interreg VI-A - Öresund-Kattegat-Skagerrak","Adopted by EC","1.3","2022-07-11","2","Hållbar, cirkulär och klimatsmart region","PO2 Greener Europe","2","Greener Europe","RSO2.6 Circular economy","RSO2.6","Circular economy","Intervention Field","030 Circular economy R+I processes, tech-transfer + cooperation","030","Research and innovation processes, technology transfer and cooperation between enterprises, focusing on circular economy","Interreg Funds","Interreg Funds","0.6","5392290","8987150","0.4","2156916","3594860","1","5392290","8987150","0","0","0",,,,"0.4","2156916","3594860","0","0","0",,,,"SDG 9 Industry, innovation, infrastructure","RTDI",,
"TC","Interreg","2021TC16IPCB004","Interreg VI-A - Croatia-Bosnia and Herzegovina- Montenegro","Adopted by EC","1.1","2022-11-04","1","Smart investments in research, innovation and competitive entrepreneurship","PO1 Smarter Europe","1","Smarter Europe","RSO1.1 Enhancing research and innovation","RSO1.1","Enhancing research and innovation","Intervention Field","012 R+I activities in public research centres, HEI +","012","Research and innovation activities in public research centres, higher education and centres of competence including networking (industrial research, experimental development, feasibility studies)","Interreg Funds","Interreg Funds","0.8499999836","3385000","3982353.02","0","0","0","0","0","0","0","0","0",,,,"0","0","0","0","0","0",,,,"SDG 9 Industry, innovation, infrastructure","RTDI",,
"TC","Interreg","2021TC16FFTN003","Interreg VI-B - Baltic Sea region","Adopted by EC","1.2","2022-06-08","2","Water smart societies","PO2 Greener Europe","2","Greener Europe","RSO2.5 Sustainable water","RSO2.5","Sustainable water","Intervention Field","173 Institutional capacity for territorial cooperation","173","Enhancing institutional capacity of public authorities and stakeholders to implement territorial cooperation projects and initiatives in a cross‑border, transnational, maritime and inter‑regional context","Interreg Funds","Interreg Funds","0.7999999925","11698101","14622626.39","0","0","0","0","0","0","0","0","0",,,,"0","0","0","0","0","0",,,,"SDG not assigned","TA and public administration",,
"EL","Greece","2021EL16FFPR004","Transport – EL – ERDF/CF","Adopted by EC","1.1","2022-07-25","5","Κατασκευή κρίσιμων ελλειπόντων τμημάτων οδικού ΔΕΔ-Μ - ΤΑΜΕΙΟ ΣΥΝΟΧΗΣ","PO3 Connected Europe","3","Connected Europe","RSO3.1 Sustainable TEN-T","RSO3.1","Sustainable TEN-T","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","CF","CF","0.85","349605000","411300000",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"TC","Interreg","2021TC16RFCB037","Interreg VI-A - France-Switzerland","Adopted by EC","1.2","2022-05-11","2","Développer une économie plus innovante, plus compétitive, plus attractive, d’un point de vue social, environnemental et technologique pour le territoire","PO1 Smarter Europe","1","Smarter Europe","RSO1.2 Reaping the benefits of digitisation","RSO1.2","Reaping the benefits of digitisation","Intervention Field","015 Digitising SMEs or large enterprises - GHG reduction","015","Digitising SMEs or large enterprises (including e-Commerce, e-Business and networked business processes, digital innovation hubs, living labs, web entrepreneurs and ICT ...) compliant with greenhouse gas emission reduction or energy efficiency criteria","Interreg Funds","Interreg Funds","0.7704169457","1000000","1297998.45","0.4","400000","519199.38","0","0","0","0","0","0",,,,"0.4","400000","519199.38","1","1000000","1297998.45",,,,"SDG 9 Industry, innovation, infrastructure","SMEs and diversification",,
"TC","Interreg","2021TC16RFTN001","Interreg VI-B - Alpine Space","Adopted by EC","1.1","2022-05-06","2","Carbon neutral and resource sensitive Alpine region","PO2 Greener Europe","2","Greener Europe","RSO2.6 Circular economy","RSO2.6","Circular economy","Intervention Field","173 Institutional capacity for territorial cooperation","173","Enhancing institutional capacity of public authorities and stakeholders to implement territorial cooperation projects and initiatives in a cross‑border, transnational, maritime and inter‑regional context","Interreg Funds","Interreg Funds","0.7500000124","6750505","9000673.18","0","0","0","0","0","0","0","0","0",,,,"0","0","0","0","0","0",,,,"SDG not assigned","TA and public administration",,
"CZ","Czechia","2021CZ16RFPR002","Integrated Regional Programme - CZ - ERDF","Adopted by EC","2","2023-04-14","4","Zlepšení kvality a dostupnosti sociálních a zdravotních služeb, vzdělávací infrastruktury a rozvoj kulturního dědictví","PO4 Social Europe","4","Social Europe","RSO4.3 Integration of marginalised communities","RSO4.3","Integration of marginalised communities","Gender Equality","03 Gender neutral","03","Gender neutral","ERDF","Transition","0.7","92601246","132287494.29",,,,,,,,,,"0","0","0",,,,,,,,,,,,,
"CZ","Czechia","2021CZ16RFPR002","Integrated Regional Programme - CZ - ERDF","Adopted by EC","2","2023-04-14","4","Zlepšení kvality a dostupnosti sociálních a zdravotních služeb, vzdělávací infrastruktury a rozvoj kulturního dědictví","PO4 Social Europe","4","Social Europe","RSO4.3 Integration of marginalised communities","RSO4.3","Integration of marginalised communities","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","ERDF","Less developed","0.8499999996","192680916.84","226683431.68",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"TC","Interreg","2021TC16RFCB015","Interreg VI-A - Sweden-Norway","Adopted by EC","1.3","2022-09-23","2","EN GRÖNARE GRÄNSREGION MED MOTSTÅNDSKRAFT ATT MÖTA KLIMATFÖRÄNDRINGAR OCH FOKUSERAD PÅ CIRKULÄR EKONOMI","PO2 Greener Europe","2","Greener Europe","RSO2.4 Climate change adaptation","RSO2.4","Climate change adaptation","Intervention Field","058 Prevention or management of floods and landslides","058","Adaptation to climate change measures and prevention and management of climate related risks: floods and landslides (including awareness raising, civil protection and disaster management systems, infrastructures and ecosystem based approaches)","Interreg Funds","Interreg Funds","0.6475887594","565692","873535.85","1","565692","873535.85","1","565692","873535.85","0.4","226276.8","349414.34",,,,"0","0","0","0","0","0",,,,"SDG 13 Climate action","Other",,
"TC","Interreg","2021TC16RFCB036","Interreg VI-A - France-Germany-Switzerland (Upper Rhine)","Adopted by EC","1","2022-05-02","C","Vers une région transfrontalière plus sociale : faire du Rhin supérieur une région intégrée en matière d’emploi, d’éducation, de formation et de santé","PO4 Social Europe","4","Social Europe","RSO4.2 Education and training infrastructure","RSO4.2","Education and training infrastructure","Intervention Field","151 Adult education (excluding infrastructure)","151","Support for adult education (excluding infrastructure)","Interreg Funds","Interreg Funds","0.616122841","294999","478799","0","0","0","0","0","0","0","0","0",,,,"0","0","0","0","0","0",,,,"SDG 4 Quality education","Skills, job-search and education",,
"PL","Poland","2021PL05SFPR001","Social Development - PL - ESF+","Adopted by EC","1.2","2022-12-13","I","Umiejętności","PO4 Social Europe","4","Social Europe","ESO4.7 Lifelong learning and career transitions","ESO4.7","Lifelong learning and career transitions","ESF Secondary Themes","10 Addressing challenges identified in the European Semester","10","Addressing challenges identified in the European Semester","ESF+","More developed","0.5","13701792","27403584","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,
"TC","Interreg","2021TC16RFCB008","Interreg VI-A - Germany/Bavaria-Czechia","Adopted by EC","1.4","2022-03-18","2","Anpassung an den Klimawandel und Umweltschutz","PO2 Greener Europe","2","Greener Europe","RSO2.4 Climate change adaptation","RSO2.4","Climate change adaptation","Intervention Field","064 Water management and water resource conservation","064","Water management and water resource conservation (including river basin management, specific climate change adaptation measures, reuse, leakage reduction)","Interreg Funds","Interreg Funds","0.7999999691","3599726","4499657.67","0.4","1439890.4","1799863.07","1","3599726","4499657.67","0","0","0",,,,"0","0","0","0","0","0",,,,"SDG 6 Clean water and sanitation","Regeneration of sites",,
"TC","Interreg","2021TC16RFIR002","Interreg VI-C - Interact","Adopted by EC","1.1","2022-08-01","1","Service delivery","PO6 Interreg: Cooperation Governance","6","Interreg: Cooperation Governance","ISO6.1 Institutional capacity of public authorities","ISO6.1","Institutional capacity of public authorities","Intervention Field","173 Institutional capacity for territorial cooperation","173","Enhancing institutional capacity of public authorities and stakeholders to implement territorial cooperation projects and initiatives in a cross‑border, transnational, maritime and inter‑regional context","Interreg Funds","Interreg Funds","0.8","41166667","51458333.75","0","0","0","0","0","0","0","0","0",,,,"0","0","0","0","0","0",,,,"SDG not assigned","TA and public administration",,
"PL","Poland","2021PL16FFPR012","Śląskie - PL - ERDF/ESF+/JTF","Adopted by EC","1.2","2022-12-05","X","Fundusze Europejskie na transformację","PO8 JTF specific objective","8","JTF specific objective","JSO8.1 Just Transition Fund","JSO8.1","Just Transition Fund","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","JTF","JTF","0.8499999991","1771974229","2084675565.74",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"BG","Bulgaria","2021BG16FFPR002","Environment - BG - ERDF/CF","Adopted by EC","1.1","2022-10-11","3","Биологично разнообразие","PO2 Greener Europe","2","Greener Europe","RSO2.7 Nature protection and biodiversity","RSO2.7","Nature protection and biodiversity","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","ERDF","Transition","0.6999999837","7240154","10343077.38",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"EL","Greece","2021EL16FFPR013","Peloponnisos – ERDF/ESF+","Adopted by EC","1.2","2022-09-06","5","Ανάπτυξη του Ανθρώπινου Δυναμικού, Κοινωνική Ένταξη, Αντιμετώπιση της Φτώχειας και ενίσχυση της Κοινωνικής Συνοχής της Περιφέρειας","PO4 Social Europe","4","Social Europe","ESO4.11 Equal access to quality social and healthcare services","ESO4.11","Equal access to quality social and healthcare services","ESF Secondary Themes","10 Addressing challenges identified in the European Semester","10","Addressing challenges identified in the European Semester","ESF+","Less developed","0.8499999971","14380000","16917647.12","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,
